event_id,date,organizer,place,artist_id,fee
1193,2020-07-07,Arts On End,Cutty Sark,229,3300.0
1194,2020-06-23,All Night Long Entertainment,Boisdale of Canary Wharf,181,19400.0
1195,2020-06-24,Moshpit Gigs Ltd.,Abbey Road Studios,115,28700.0
1196,2020-06-24,Brutal Tunes Inc.,Copper Box Arena,190,14800.0
1197,2020-06-25,Yes and Yes,ILEC Conference Centre,110,34400.0
1198,2020-06-25,Go All Out,O2 Forum Kentish Town,190,7900.0
1199,2020-06-25,Ultimate Entertainment Inc.,Events @ No 6,277,3400.0
1200,2020-06-26,Let's!,Lighthouse Theatre,276,21800.0
1201,2020-06-27,Palavarium,The Ballroom South Bank,229,27000.0
1202,2020-06-28,Yes and Yes,The Covent Garden Comedy Cellar,138,3900.0
1203,2020-05-08,Go All Out,Hijingo,47,9400.0
1204,2020-06-29,Underground Action Lab,The Octagon at QMUL,112,7200.0
1205,2020-06-29,Arts On End,Curve Club,138,22200.0
1206,2020-06-30,Shady Santa Ltd.,Hijingo,251,10100.0
1207,2020-06-30,Kenny Meyer,Curve Club,281,28700.0
1208,2020-07-24,Mile End Move It,Abbey Road Studios,173,16500.0
1209,2020-08-12,Brutal Tunes Inc.,The Covent Garden Comedy Cellar,281,11000.0
1210,2020-06-14,Brutal Tunes Inc.,Electric Brixton,253,9100.0
1211,2020-07-02,Excellent Experiences Corp.,Abbey Road Studios,162,11900.0
1212,2020-07-03,Kenny Meyer,Dalston Roofpark,252,10700.0
1213,2020-07-03,Hull McRoasted,Islington Assembly Hall,256,32900.0
1214,2020-07-03,Urban Entertainment Inc.,Backyard Comedy Club,250,4900.0
1215,2020-07-03,Eventually Ltd.,Dalston Roofpark,186,8900.0
1216,2020-07-05,Night Out London,Boisdale of Canary Wharf,117,39900.0
1217,2020-07-07,LHC Encounters,Indigo at The O2,120,10500.0
1218,2020-06-22,Einstein Records,Boisdale of Canary Wharf,138,27500.0
1219,2020-07-07,Happy Hamsters,The Covent Garden Comedy Cellar,15,25800.0
1220,2020-05-11,Brutal Tunes Inc.,Lexus Car Dealer Reading,133,15900.0
1221,2020-07-10,Excellent Experiences Corp.,Alexandra Palace,180,5000.0
1222,2020-07-11,Hull McRoasted,O2 Forum Kentish Town,232,6900.0
1223,2020-09-01,Ultimate Entertainment Inc.,EartH,112,4400.0
1224,2020-07-13,Shady Santa Ltd.,Electric Brixton,203,13100.0
1225,2020-08-12,Shady Santa Ltd.,Barbican Centre,149,28000.0
1226,2020-07-13,Heaven & Sky,Cutty Sark,216,3900.0
1227,2020-07-13,Heaven & Sky,Abbey Road Studios,257,18300.0
1228,2020-07-14,Yes and Yes,Islington Assembly Hall,100,11200.0
1229,2020-07-14,Heaven & Sky,Alexandra Palace,156,12800.0
1230,2020-07-14,Urban Entertainment Inc.,The Octagon at QMUL,197,21600.0
1231,2020-07-16,Excellent Experiences Corp.,Puttshack Bank,125,6400.0
1232,2020-09-11,Kenny Meyer,Marylebone Theatre,18,7600.0
1233,2020-08-05,Yes and Yes,Lexus Car Dealer Reading,103,3400.0
1234,2020-07-18,Heaven & Sky,O2 Forum Kentish Town,133,35500.0
1235,2020-07-19,Pantomime Records,King's Cross Vision Hall,67,21600.0
1236,2020-07-19,Hackney Events,Indigo at The O2,131,23200.0
1237,2020-07-21,Mirabelle Lafleur,ILEC Conference Centre,220,6000.0
1238,2020-07-21,Let's!,The Bloomsbury Ballroom,107,12000.0
1239,2020-06-30,Brutal Tunes Inc.,Lexus Car Dealer Reading,261,4100.0
1240,2020-07-25,O-mega Events,Dixie Queen,158,2800.0
1241,2020-07-26,Brutal Tunes Inc.,Barbican Centre,112,6100.0
1242,2020-09-04,Let's!,Events @ No 6,258,6900.0
1243,2020-07-28,Shady Santa Ltd.,Events @ No 6,162,10100.0
1244,2020-07-29,special.co.uk,Marylebone Theatre,29,5900.0
1245,2020-08-01,Urban Entertainment Inc.,Electric Brixton,199,6800.0
1246,2020-08-02,Event and Odd,Copper Box Arena,69,11600.0
1247,2020-09-03,Underground Action Lab,Wembley Stadium,257,4000.0
1248,2020-08-03,Pantomime Records,Royal Albert Hall,81,23600.0
1249,2020-08-05,O-mega Events,Lighthouse Theatre,70,4000.0
1250,2020-08-05,special.co.uk,Puttshack Bank,180,10000.0
1251,2020-07-17,Shady Santa Ltd.,The Amadeus,111,13600.0
1252,2020-08-06,Jacky Coyote,Eventim Apollo,240,49700.0
1253,2020-08-06,The Night Sky,Lio London,143,6300.0
1254,2020-07-11,Moshpit Gigs Ltd.,O2 Forum Kentish Town,99,5900.0
1255,2020-09-09,Moshpit Gigs Ltd.,Courthouse Hotel Shoreditch,17,26400.0
1256,2020-08-09,Einstein Records,Indigo at The O2,212,26600.0
1257,2020-07-01,Urban Entertainment Inc.,The Dutch Hall,45,6100.0
1258,2020-06-30,Palavarium,The Dutch Hall,151,7800.0
1259,2020-07-16,Arts On End,Lighthouse Theatre,28,6800.0
1260,2020-08-13,Let's!,Backyard Comedy Club,29,16800.0
1261,2020-08-14,Ultimate Entertainment Inc.,Royal Albert Hall,213,7000.0
1262,2020-08-15,Hackney Events,King's Cross Vision Hall,208,27500.0
1263,2020-09-30,Brutal Tunes Inc.,The Ballroom South Bank,104,3900.0
1264,2020-07-27,Heaven & Sky,Backyard Comedy Club,179,6000.0
1265,2020-08-18,Mile End Move It,Abbey Road Studios,167,1600.0
1266,2020-08-18,Go All Out,London Stadium,56,3700.0
1267,2020-08-19,Urban Entertainment Inc.,Islington Assembly Hall,99,2800.0
1268,2020-08-19,Hull McRoasted,The Ballroom South Bank,210,16800.0
1269,2020-08-20,All Night Long Entertainment,The Octagon at QMUL,248,2200.0
1270,2020-08-22,Urban Entertainment Inc.,Alexandra Palace,111,22500.0
1271,2020-08-23,Einstein Records,Marylebone Theatre,67,6900.0
1272,2020-09-17,Mile End Move It,Events @ No 6,134,25600.0
1273,2020-08-24,Yes and Yes,Islington Assembly Hall,272,5100.0
1274,2020-08-26,Moshpit Gigs Ltd.,Lio London,70,4900.0
1275,2020-08-27,Let's!,Linbury Theatre,195,6300.0
1276,2020-08-28,Hull McRoasted,ILEC Conference Centre,78,18000.0
1277,2020-08-29,Night Out London,Barbican Centre,264,21200.0
1278,2020-08-29,Kenny Meyer,EartH,195,1800.0
1279,2020-10-20,Ultimate Entertainment Inc.,London Stadium,180,7200.0
1280,2020-09-01,Palavarium,EartH,150,8100.0
1281,2020-09-01,Shady Santa Ltd.,Linbury Theatre,277,5400.0
1282,2020-08-07,O-mega Events,O2 Forum Kentish Town,201,4800.0
1283,2020-08-03,Excellent Experiences Corp.,BMA House,122,10900.0
1284,2020-09-04,All Night Long Entertainment,EartH,47,8800.0
1285,2020-08-18,Shady Santa Ltd.,The O2,189,20900.0
1286,2020-09-09,The Night Sky,London Stadium,62,30800.0
1287,2020-08-08,Palavarium,BMA House,272,21100.0
1288,2020-08-24,O-mega Events,Lexus Car Dealer Reading,279,21800.0
1289,2020-05-29,Mile End Move It,The Octagon at QMUL,175,10500.0
1290,2020-10-11,Heaven & Sky,Backyard Comedy Club,97,13400.0
1291,2020-09-13,Moshpit Gigs Ltd.,Islington Assembly Hall,127,10300.0
1292,2020-09-13,Night Out London,King's Cross Vision Hall,69,41400.0
1293,2020-12-21,Eventually Ltd.,The Ballroom South Bank,162,18100.0
1294,2020-09-14,Brutal Tunes Inc.,Lighthouse Theatre,29,20100.0
1295,2020-09-15,Eventually Ltd.,Alexandra Palace,140,6800.0
1296,2020-09-16,LHC Encounters,The Covent Garden Comedy Cellar,252,5800.0
1297,2020-09-10,Urban Entertainment Inc.,The O2,114,3300.0
1298,2020-09-17,Shady Santa Ltd.,The O2,246,3800.0
1299,2020-09-18,Kenny Meyer,O2 Forum Kentish Town,149,20200.0
1300,2020-09-24,Event and Odd,O2 Forum Kentish Town,193,2300.0
1301,2020-09-19,Mile End Move It,BMA House,123,44900.0
1302,2020-09-19,Mirabelle Lafleur,The Amadeus,94,12400.0
1303,2020-09-20,O-mega Events,Dalston Roofpark,200,39900.0
1304,2020-10-06,Excellent Experiences Corp.,Royal Albert Hall,147,10300.0
1305,2020-09-21,Ultimate Entertainment Inc.,Linbury Theatre,25,6900.0
1306,2020-11-16,Yes and Yes,Eventim Apollo,82,7200.0
1307,2020-09-22,Palavarium,VUE West End,258,9000.0
1308,2020-10-16,Event and Odd,London Stadium,57,4200.0
1309,2020-09-23,Brutal Tunes Inc.,Puttshack Bank,141,5500.0
1310,2020-09-18,Moshpit Gigs Ltd.,London Stadium,63,17200.0
1311,2020-09-24,Shady Santa Ltd.,The Octagon at QMUL,158,16800.0
1312,2020-08-15,Einstein Records,Alexandra Palace,177,7400.0
1313,2020-09-29,O-mega Events,Lio London,30,2000.0
1314,2020-09-30,Ultimate Entertainment Inc.,The Covent Garden Comedy Cellar,67,19300.0
1315,2020-09-30,Event and Odd,Dixie Queen,137,3300.0
1316,2020-09-26,O-mega Events,London Museum Docklands,256,7400.0
1317,2020-09-30,LHC Encounters,Big Belly Comedy Club,208,27900.0
1318,2020-10-02,Underground Action Lab,King's Cross Vision Hall,93,15700.0
1319,2020-09-12,Night Out London,Puttshack Bank,68,32900.0
1320,2020-10-03,Einstein Records,O2 Forum Kentish Town,246,21600.0
1321,2020-10-04,Hackney Events,The Covent Garden Comedy Cellar,249,7600.0
1322,2020-10-04,Hull McRoasted,The Octagon at QMUL,83,2700.0
1323,2020-10-05,Yes and Yes,Islington Assembly Hall,81,4500.0
1324,2020-11-11,special.co.uk,Electric Brixton,99,21000.0
1325,2020-10-06,Jacky Coyote,Indigo at The O2,193,2300.0
1326,2020-09-20,Einstein Records,Puttshack Bank,217,35900.0
1327,2020-10-09,Go All Out,Puttshack Bank,273,24200.0
1328,2020-10-03,Underground Action Lab,Eventim Apollo,116,8200.0
1329,2020-10-12,special.co.uk,Cutty Sark,133,7800.0
1330,2020-10-13,Ultimate Entertainment Inc.,The Ballroom South Bank,137,7000.0
1331,2020-10-29,Brutal Tunes Inc.,Eventim Apollo,281,6900.0
1332,2020-10-13,Jacky Coyote,Dalston Roofpark,258,5700.0
1333,2020-10-15,Mile End Move It,Courthouse Hotel Shoreditch,244,5800.0
1334,2020-09-23,Underground Action Lab,The Bloomsbury Ballroom,22,6200.0
1335,2020-10-16,Pantomime Records,King's Cross Vision Hall,44,42800.0
1336,2020-10-16,O-mega Events,Backyard Comedy Club,244,18500.0
1337,2020-10-18,Kenny Meyer,The Bloomsbury Ballroom,190,26600.0
1338,2020-10-20,Night Out London,Wembley Stadium,70,19600.0
1339,2020-10-20,Yes and Yes,The Octagon at QMUL,42,2800.0
1340,2020-09-01,Moshpit Gigs Ltd.,Alexandra Palace,219,11700.0
1341,2020-10-20,Night Out London,Big Belly Comedy Club,161,4700.0
1342,2020-10-24,LHC Encounters,Indigo at The O2,186,35500.0
1343,2020-10-23,Heaven & Sky,Indigo at The O2,121,36100.0
1344,2020-10-21,Shady Santa Ltd.,Alexandra Palace,48,6300.0
1345,2020-10-24,Eventually Ltd.,Brewers Hall,110,5500.0
1346,2020-11-19,The Night Sky,VUE West End,13,17700.0
1347,2020-12-21,Heaven & Sky,Kensington Conference and Event Centre,219,4600.0
1348,2020-10-26,Event and Odd,EartH,262,31800.0
1349,2020-10-29,Yes and Yes,O2 Forum Kentish Town,149,5000.0
1350,2020-10-13,Yes and Yes,Wembley Stadium,132,5400.0
1351,2020-10-30,Happy Hamsters,Lighthouse Theatre,49,2600.0
1352,2020-10-30,All Night Long Entertainment,London Stadium,246,13600.0
1353,2020-11-09,Excellent Experiences Corp.,Abbey Road Studios,171,34400.0
1354,2020-09-13,special.co.uk,ABBA Arena,233,23300.0
1355,2020-11-02,Happy Hamsters,Copper Box Arena,161,8500.0
1356,2020-11-03,Yes and Yes,Copper Box Arena,67,5700.0
1357,2020-11-04,Eventually Ltd.,Puttshack Bank,71,5100.0
1358,2020-11-05,Shady Santa Ltd.,Kensington Conference and Event Centre,90,16400.0
1359,2020-11-05,Mirabelle Lafleur,Curve Club,170,38800.0
1360,2020-12-05,Heaven & Sky,The Bloomsbury Ballroom,73,6500.0
1361,2020-11-06,O-mega Events,Boisdale of Canary Wharf,71,7600.0
1362,2020-11-07,Pantomime Records,Hijingo,53,6500.0
1363,2020-11-07,Underground Action Lab,Kensington Conference and Event Centre,47,5000.0
1364,2020-11-08,Happy Hamsters,The Dutch Hall,272,19500.0
1365,2020-11-08,Mirabelle Lafleur,London Museum Docklands,73,7200.0
1366,2020-11-08,Excellent Experiences Corp.,Alexandra Palace,147,4100.0
1367,2020-11-09,LHC Encounters,Studio 338,54,35800.0
1368,2020-11-09,All Night Long Entertainment,Brewers Hall,155,5300.0
1369,2020-10-31,Mile End Move It,Lio London,86,32200.0
1370,2020-11-09,Pantomime Records,London Stadium,226,6900.0
1371,2020-10-05,Kenny Meyer,ILEC Conference Centre,246,12500.0
1372,2020-11-13,Jacky Coyote,The O2,197,5200.0
1373,2021-01-02,Arts On End,Events @ No 6,15,32100.0
1374,2020-09-22,Jacky Coyote,VUE West End,25,15400.0
1375,2020-11-17,Night Out London,Electric Brixton,180,5400.0
1376,2020-11-22,Yes and Yes,Lexus Car Dealer Reading,272,4200.0
1377,2020-12-19,Go All Out,Barbican Centre,297,25500.0
1378,2020-10-24,Ultimate Entertainment Inc.,Kensington Conference and Event Centre,152,2600.0
1379,2020-11-21,The Night Sky,Courthouse Hotel Shoreditch,179,6000.0
1380,2020-12-21,Arts On End,The Bloomsbury Ballroom,249,3400.0
1381,2020-11-18,Excellent Experiences Corp.,Cutty Sark,144,4300.0
1382,2020-11-22,LHC Encounters,Lio London,212,32000.0
1383,2020-12-24,Mile End Move It,ILEC Conference Centre,119,8800.0
1384,2020-12-22,Event and Odd,Boisdale of Canary Wharf,276,7400.0
1385,2020-11-26,Go All Out,Curve Club,154,5800.0
1386,2020-11-26,Einstein Records,Lexus Car Dealer Reading,163,10800.0
1387,2020-11-27,Hull McRoasted,Barbican Centre,266,7000.0
1388,2020-10-25,Happy Hamsters,Copper Box Arena,251,10900.0
1389,2020-11-29,The Night Sky,Eventim Apollo,157,33900.0
1390,2020-11-29,Einstein Records,VUE West End,68,12600.0
1391,2020-11-29,Heaven & Sky,BMA House,245,18400.0
1392,2020-11-30,Einstein Records,Kensington Conference and Event Centre,276,17600.0
1393,2020-12-03,All Night Long Entertainment,Curve Club,199,3800.0
1394,2020-12-03,Let's!,King's Cross Vision Hall,188,5200.0
1395,2020-12-04,Underground Action Lab,ABBA Arena,123,2000.0
1396,2020-12-05,LHC Encounters,Royal Albert Hall,258,14400.0
1397,2020-12-05,Let's!,Indigo at The O2,47,6100.0
1398,2020-12-05,Go All Out,Barbican Centre,111,3000.0
1399,2021-01-22,Eventually Ltd.,The Amadeus,244,7100.0
1400,2021-01-04,Pantomime Records,Lighthouse Theatre,152,2000.0
1401,2020-12-08,Happy Hamsters,VUE West End,40,22100.0
1402,2020-12-08,Eventually Ltd.,Kensington Conference and Event Centre,128,14000.0
1403,2020-12-10,Shady Santa Ltd.,Lexus Car Dealer Reading,289,25100.0
1404,2020-12-11,Underground Action Lab,Linbury Theatre,236,16400.0
1405,2020-12-12,Einstein Records,Curve Club,276,7800.0
1406,2020-12-12,Urban Entertainment Inc.,Courthouse Hotel Shoreditch,133,4100.0
1407,2020-12-13,Arts On End,The Amadeus,241,7500.0
1408,2020-12-13,special.co.uk,Marylebone Theatre,60,38300.0
1409,2020-12-13,Let's!,Brewers Hall,19,12800.0
1410,2020-12-13,Moshpit Gigs Ltd.,Big Belly Comedy Club,130,30700.0
1411,2020-12-14,special.co.uk,Kensington Conference and Event Centre,293,4100.0
1412,2020-12-14,Pantomime Records,The Covent Garden Comedy Cellar,141,5800.0
1413,2020-12-17,Excellent Experiences Corp.,Kensington Conference and Event Centre,152,20800.0
1414,2020-11-28,All Night Long Entertainment,ILEC Conference Centre,251,38700.0
1415,2020-11-19,Excellent Experiences Corp.,London Stadium,230,2900.0
1416,2020-12-20,Let's!,Puttshack Bank,281,3900.0
1417,2020-11-22,Mirabelle Lafleur,The Dutch Hall,25,7000.0
1418,2020-12-18,LHC Encounters,Curve Club,161,17300.0
1419,2020-11-01,Einstein Records,Courthouse Hotel Shoreditch,153,28600.0
1420,2020-12-22,Jacky Coyote,Cutty Sark,173,6800.0
1421,2020-11-26,Einstein Records,Lexus Car Dealer Reading,297,10100.0
1422,2020-12-23,Shady Santa Ltd.,Lio London,206,31700.0
1423,2020-12-23,Mirabelle Lafleur,ABBA Arena,167,8000.0
1424,2020-12-24,Urban Entertainment Inc.,The Ballroom South Bank,53,24800.0
1425,2020-12-24,Urban Entertainment Inc.,The Bloomsbury Ballroom,244,23600.0
1426,2020-11-25,Hackney Events,Dalston Roofpark,63,5100.0
1427,2020-12-25,Pantomime Records,Abbey Road Studios,82,12400.0
1428,2020-12-26,O-mega Events,The Octagon at QMUL,22,48900.0
1429,2020-12-26,Happy Hamsters,Islington Assembly Hall,166,23600.0
1430,2020-12-27,O-mega Events,ABBA Arena,93,14900.0
1431,2020-12-28,Hackney Events,London Museum Docklands,97,17700.0
1432,2020-12-28,Happy Hamsters,Royal Albert Hall,183,16900.0
1433,2021-02-11,Urban Entertainment Inc.,The O2,196,20700.0
1434,2021-02-18,LHC Encounters,Eventim Apollo,161,4300.0
1435,2020-12-29,LHC Encounters,Alexandra Palace,115,17700.0
1436,2020-12-30,Urban Entertainment Inc.,Abbey Road Studios,219,18200.0
1437,2021-02-20,Go All Out,Cutty Sark,57,3100.0
1438,2020-12-31,Jacky Coyote,The Dutch Hall,247,22700.0
1439,2020-12-31,Arts On End,The Octagon at QMUL,3,7100.0
1440,2020-12-31,Brutal Tunes Inc.,ILEC Conference Centre,292,1700.0
1441,2021-01-01,Let's!,The Ballroom South Bank,272,10700.0
1442,2020-11-15,Mirabelle Lafleur,Indigo at The O2,223,6700.0
1443,2021-01-03,The Night Sky,Boisdale of Canary Wharf,233,23300.0
1444,2021-01-04,Kenny Meyer,Cutty Sark,273,5400.0
1445,2020-12-07,Ultimate Entertainment Inc.,Dalston Roofpark,143,19000.0
1446,2021-01-06,Event and Odd,Copper Box Arena,34,32000.0
1447,2021-01-08,Palavarium,The Amadeus,289,3100.0
1448,2021-01-12,Heaven & Sky,The O2,262,1700.0
1449,2021-01-13,Eventually Ltd.,Big Belly Comedy Club,156,1600.0
1450,2021-01-13,Hull McRoasted,Abbey Road Studios,256,27700.0
1451,2021-01-16,Jacky Coyote,Lexus Car Dealer Reading,197,20500.0
1452,2021-01-17,Mile End Move It,Puttshack Bank,44,3200.0
1453,2021-04-26,Einstein Records,Curve Club,111,5900.0
1454,2021-01-19,Heaven & Sky,The Ballroom South Bank,32,8400.0
1455,2021-01-22,Night Out London,Hijingo,56,25200.0
1456,2021-01-21,All Night Long Entertainment,EartH,316,6700.0
1457,2021-01-20,Palavarium,Cutty Sark,179,40200.0
1458,2021-02-21,Let's!,Copper Box Arena,190,21900.0
1459,2021-03-18,Kenny Meyer,The O2,156,19500.0
1460,2021-01-24,Let's!,Islington Assembly Hall,239,8300.0
1461,2021-01-24,Kenny Meyer,The O2,173,19600.0
1462,2021-01-25,Heaven & Sky,The Amadeus,47,18800.0
1463,2021-01-25,Urban Entertainment Inc.,Boisdale of Canary Wharf,250,4500.0
1464,2021-01-26,Palavarium,Courthouse Hotel Shoreditch,139,13300.0
1465,2021-01-27,Excellent Experiences Corp.,Islington Assembly Hall,179,4100.0
1466,2021-05-14,Urban Entertainment Inc.,Lio London,50,37700.0
1467,2021-01-30,Event and Odd,Brewers Hall,142,1700.0
1468,2021-01-31,The Night Sky,Studio 338,233,5600.0
1469,2021-02-01,Happy Hamsters,Alexandra Palace,281,5600.0
1470,2021-02-01,Eventually Ltd.,Hijingo,186,5800.0
1471,2021-02-03,Pantomime Records,VUE West End,280,19700.0
1472,2021-02-07,Urban Entertainment Inc.,The Dutch Hall,219,37500.0
1473,2021-02-15,Let's!,London Museum Docklands,219,5200.0
1474,2021-02-27,Brutal Tunes Inc.,Kensington Conference and Event Centre,239,21000.0
1475,2021-03-09,Let's!,Courthouse Hotel Shoreditch,197,28400.0
1476,2021-02-12,Go All Out,Abbey Road Studios,229,2400.0
1477,2021-02-13,Underground Action Lab,Backyard Comedy Club,244,27400.0
1478,2021-04-09,Mirabelle Lafleur,Curve Club,170,34100.0
1479,2021-02-15,Brutal Tunes Inc.,Copper Box Arena,58,46800.0
1480,2020-12-28,Jacky Coyote,Electric Brixton,188,4200.0
1481,2021-02-16,Moshpit Gigs Ltd.,Electric Brixton,160,17900.0
1482,2021-02-17,Arts On End,Copper Box Arena,179,13100.0
1483,2020-12-28,Excellent Experiences Corp.,Electric Brixton,26,2600.0
1484,2021-02-19,special.co.uk,Eventim Apollo,116,25000.0
1485,2021-02-19,Hull McRoasted,EartH,126,5300.0
1486,2020-12-31,Eventually Ltd.,Abbey Road Studios,169,4800.0
1487,2021-04-19,Happy Hamsters,The Covent Garden Comedy Cellar,217,10900.0
1488,2020-11-06,Shady Santa Ltd.,Linbury Theatre,132,22400.0
1489,2021-02-23,Arts On End,Indigo at The O2,297,24900.0
1490,2021-02-23,Kenny Meyer,Wembley Stadium,144,4000.0
1491,2021-03-01,Jacky Coyote,Wembley Stadium,298,5600.0
1492,2021-02-26,Go All Out,Cutty Sark,177,25400.0
1493,2021-02-27,Night Out London,Linbury Theatre,33,7200.0
1494,2021-02-11,Let's!,Events @ No 6,135,6600.0
1495,2021-04-20,Yes and Yes,The Bloomsbury Ballroom,295,5900.0
1496,2021-02-28,Go All Out,Brewers Hall,142,13000.0
1497,2021-02-25,Event and Odd,Dixie Queen,249,3000.0
1498,2021-03-24,Ultimate Entertainment Inc.,BMA House,273,4300.0
1499,2021-03-01,Ultimate Entertainment Inc.,London Stadium,244,9900.0
1500,2021-03-02,O-mega Events,King's Cross Vision Hall,144,4600.0
1501,2021-04-08,Jacky Coyote,Wembley Stadium,310,5100.0
1502,2021-03-07,Underground Action Lab,London Stadium,272,27900.0
1503,2021-05-15,Hackney Events,O2 Forum Kentish Town,251,27900.0
1504,2021-02-12,Arts On End,Copper Box Arena,154,2400.0
1505,2021-03-10,Pantomime Records,London Stadium,216,7300.0
1506,2021-03-11,All Night Long Entertainment,Linbury Theatre,62,25700.0
1507,2021-03-11,Kenny Meyer,ILEC Conference Centre,272,9000.0
1508,2021-01-18,Let's!,VUE West End,148,29000.0
1509,2021-03-12,Ultimate Entertainment Inc.,Royal Albert Hall,123,3200.0
1510,2021-04-17,Einstein Records,VUE West End,83,57000.0
1511,2021-03-14,The Night Sky,Barbican Centre,266,26400.0
1512,2021-03-14,Hull McRoasted,Barbican Centre,163,23400.0
1513,2021-03-15,The Night Sky,ILEC Conference Centre,256,14100.0
1514,2021-03-15,Night Out London,Puttshack Bank,16,3700.0
1515,2021-03-16,Let's!,Dalston Roofpark,268,12000.0
1516,2021-03-16,Event and Odd,Studio 338,91,6400.0
1517,2021-03-17,Happy Hamsters,London Museum Docklands,258,18900.0
1518,2021-03-18,Heaven & Sky,Lexus Car Dealer Reading,71,5300.0
1519,2021-03-18,Einstein Records,Backyard Comedy Club,213,11300.0
1520,2021-01-23,The Night Sky,The O2,258,14500.0
1521,2021-03-18,Underground Action Lab,The Covent Garden Comedy Cellar,262,6300.0
1522,2021-04-17,Happy Hamsters,Indigo at The O2,316,19000.0
1523,2021-01-27,Palavarium,Dalston Roofpark,190,3100.0
1524,2021-03-19,Shady Santa Ltd.,Lexus Car Dealer Reading,166,23500.0
1525,2021-03-20,Arts On End,Courthouse Hotel Shoreditch,170,12400.0
1526,2021-03-21,Shady Santa Ltd.,Dalston Roofpark,293,7800.0
